cultural_score,relational_score,demographic_score,article_name,abstract,jstor_url,year,journal_title,edited_filename,culture_word2vec_cosine,culture_ngram_count.1,cultural_author_count,relational_word2vec_cosine,relational_ngram_count.1,relational_author_count,demographic_word2vec_cosine,demographic_ngram_count.1,demographic_author_count
1,0,0,Knowledge management and organisational culture in higher education institutions,"This paper focuses on the higher education area in a small Central European country. Its purpose is to explore the concept of culture, the concept of knowledge management (KM) as well as the correlations among their dimensions at the university level. Since we assume that it is educational personnel who is involved in KM processes, our research covered the teaching staff. Our questionnaire is based on a similar research carried out by Wilkens et al. (2004). The literature is reviewed and the empirical analysis is performed in order to examine and to explain the relationship between organisational culture and knowledge management. The findings presented in the paper can be important for further development of the higher education sector in Central and Eastern European countries as well as for other profit oriented industries. Dieser Artikel beschäftigt sich mit dem Bereich der höheren Bildung in einem kleinen mitteleuropäischen Land. Ziel ist, die Konzepte von Kultur und Wissensmanagement, sowie die Zusammenhänge zwischen ihren Dimensionen auf der universitären Ebene zu untersuchen. Da wir der Meinung sind, dass der Wissensmanagementprozess im Bildungswesen besonders das Personal betrifft, fokussiert unsere Untersuchung auf das Lehrpersonal. Unser Fragebogen basiert auf einer ähnlichen Untersuchung von Wilkens et al. (2004). Neben einer Betrachtung der Literatur wird eine empirische Analyse durchgeführt, um die Beziehung zwischen Organisationskultur und Wissensmanagement zu untersuchen bzw. zu erläutern. Die Ergebnisse dieser Studie können für die weitere Entwicklung der höheren Bildung in Mittel- und Osteuropa wie auch für profitorientierte Organisationen bedeutsam sein.",https://www.jstor.org/stable/23281852,2011,Journal of East European Management Studies,10.2307_23281852,0.634112418,31,0,0.604177177,19,0,0.51195693,10,0
1,0.5,0,Management Control and Museums,"For many years French museums have been undergoing numerous changes, both evolutionary and environmental.They now face an increasing need for more rigorous management whereby managers are given the means to establish new relations, to evolve and to adapt to their new environment, as well as the tools to function in their expanded role -in short, whatever resources are required to achieve their objectives. Management control is one means of responding to this necessary repositioning with all its attendant opportunities and constraints.This article presents the results of an investigation into the current situation in France and the management practices within French museums. Using a semi-structured interview method, the author researched several typical cases in order to understand how management control might be introduced into museums in France. Depuis un certain temps, on constate dans les musées de France de nombreux changements dus à leur évolution intrinsèque et à la transformation du contexte. De plus en plus, ces institutions ressentent le besoin d'une gestion plus rigoureuse qui fournirait aux managers les moyens d'établir de nouvelles relations, d'évoluer et de s'adapter à leur nouvel environnement, ainsi que les outils pour remplir leur rôle élargi - bref, toutes les ressources nécessaires pour atteindre leurs objectifs. Le contrôle de gestion, avec les possibilités et les contraintes qu'il comporte, s'avère une façon de réussir ce repositionnement incontournable. L'article présente les résultats d'une étude sur la situation actuelle en France et sur les pratiques de gestion museale. En utilisant une méthode d'entrevue semi-directe, l'auteure s'est penchée sur plusieurs cas types pour comprendre comment le contrôle de gestion pourrait être introduit dans les musées français. Por muchos años, los museos franceses han experimentado numerosos cambios, tanto en cuanto a su evolución como a su entorno. En la actualidad, se ven enfrentados a la necesidad creciente de instaurar una gestión más rígurosa, en la que los administradores cuenten con los medios para crear nuevas relaciones, evolucionar y adaptarse al nuevo entorno, y dispongan de las herramientas para funcionar en su papel ampliado -en suma, todos los recursos necesarios para alcanzar sus objetivos. El control de gestión constituye un medio para dar respuesta a tal necesidad de reposidonamiento, con todas las oportunidades y limitaciones que trae aparejadas. En el presente artículo se presentan los resultados de una investigación realizada sobre la situadón actual en Francia y las prácticas de gestión aplicadas en los museos franceses. Mediante un método de entrevistas semidirectas, el autor analizó una serie de casos típicos a fin de comprender cómo podría incorporarse el control de gestión los museos de Francia.",https://www.jstor.org/stable/41064743,2001,International Journal of Arts Management,10.2307_41064743,0.62142247,20,0,0.574400783,76,0,0.494129241,5,0
1,0,0,The organizational science of disaster/terrorism prevention and response: Theory-building toward the future of the field,"The organizational science of disaster and terrorism is underdeveloped. In an effort to help promote it and, based on a review of existing literature as well as lessons learned from the process of developing the special issue, two models and derived sample propositions for future research are offered. The models span multiple levels and use system, network, and identity theories to tie together key constructs. Existing conceptual views of, and research on, organizations and disaster/terrorism are considered, and missing and under-researched concepts are identified. Proposed linkages among constructs are offered to produce nomological networks for the organizational science of disaster/terrorism intended to help guide the future development of the field.",https://onlinelibrary.wiley.com/doi/full/10.1002/job.782?casa_token=EIBWc1lre2cAAAAA%3ASQp-cnFiS6Zse3Oqcq03FacR5R4kNvm_xaDbgkohwoiUajb3bxn_f5JmSKAtkwi5oCQzvTToa3hdmD0,2011,Journal of Organizational Behavior,10.2307_41415719,0.615717292,23,0,0.58523792,63,0,0.53814584,0,0
0.5,0,0,Dismantling Logics of Action: Dilemmas in Change,None,https://www.jstor.org/stable/40397194,1992,International Studies of Management & Organization,10.2307_40397194,0.692308724,9,0,0.616775513,4,0,0.536276162,2,0
0.5,0,0,Academic Rankings in Research Institutions: A Case of Skewed Mind-Sets and Professional Amnesia,None,https://www.jstor.org/stable/40214578,2009,Academy of Management Learning & Education,10.2307_40214578,0.650599718,16,0,0.513312697,9,0,0.462092072,1,0
0.5,0,0,Bad Apples or Bad Barrels? A Former CEO Discusses the Interplay of Person and Situation with Implications for Business Education,"Recent corporate scandals have directed public attention to the importance or business ethics and social responsibility. Although culpability can be assigned to a myriad of causes, there is no question that the business education process can ameliorate or exacerbate the problem. Terry Broderick, former president and chief executive officer of Royal & SunAlliance USA, was interviewed to gain insight on the state of business ethics today and what business educators can do to instill the importance of ethical decision making in current and future business leaders.",https://www.jstor.org/stable/40214388,2006,Academy of Management Learning & Education,10.2307_40214388,0.618644893,3,0,0.554494679,12,0,0.462211579,0,0
0,0,0,Business Ethics and Civil Society in Russia,None,https://www.jstor.org/stable/40397361,1997,International Studies of Management & Organization,10.2307_40397361,0.72825563,13,0,0.550201774,20,0,0.474074274,1,0
0,0,0,Seven Deadly Syndromes of Management and Organization: The View from Evolutionary Psychology,"It is argued that organizational designs and management processes mediate between the givens of human nature and environmental forces, and that different resolutions have varying consequences for the quality of human experience in organizations. Some of these are plainly bad for people and bad for business. Seven of the most common pathologies of contemporary business are analysed through the evolutionary psychology lens, in terms of their causes and manifestations. The paper concludes by considering how different ways of organizing and managing might run more smoothly with the grain of human nature.",https://www.jstor.org/stable/3108122,1972,Managerial and Decision Economics,10.2307_3108122,0.719489455,20,0,0.610737383,66,0,0.56271565,57,0
0,1,0,"Culture and Coworker Relations: Interpersonal Patterns in American, Chinese, German, and Spanish Divisions of a Global Retail Bank","This paper examines coworker networks in the American, Chinese, German, and Spanish divisions of a global retail bank. Because the bank has standardized structure and policies across countries, it is possible to examine how norms rooted in national culture impact on various features of informal ties. We propose that cultures vary in the models on which coworker interaction norms are based, with market, family, law, and friendship relations serving as alternative templates. In elucidating these templates, we generate hypotheses about how each culture's norms influence the content and structure of employees' interactions with coworkers. Results from an egocentric network survey largely support the hypotheses. We discuss implications for organizational behavior research on culture as well as practical implications for multinational firms.",https://www.jstor.org/stable/25146199,2008,Organization Science,10.2307_25146199,0.685964227,118,0,0.60178268,57,0,0.523550093,13,0
0,0,0,"Public Decision Processes, Creativity, and Psychoanalysis","Public decision processes in planning and environment management, in particular, should be creative in order to solve the frequent intractable conflicts that they cause. However, up to now, the concept of creativity has not been used in traditional approaches of public decision processes. Only learning and negotiation theories that can be used in this field deal with creativity. Yet, negotiation theories give advice to the parties, which the parties can find difficult to take, and learning theories either confront people with their own psychological defenses or are not prescriptive. Proposed in this paper is another conceptualization of creativity in this field, inspired by Winnicott's psychoanalytical work. This conceptualization takes into account unconscious phenomena, in particular, psychological defenses, and allows for better understanding and improvement of public decision processes while refraining from giving advice to the parties. This conceptualization is illustrated in two different cultural contexts: in Québec and in France, where several cases are analyzed.",https://www.jstor.org/stable/40397654,2006,International Studies of Management & Organization,10.2307_40397654,0.685268462,11,0,0.580090642,13,0,0.497209907,6,0
0,0,0,Post-traditional Corporate Governance,"How does competition among economic actors determine the value that each is able to appropriate? We provide a formal, general framework within which this question can be posed and answered, and then provide several results. Chief among them is a condition that is both required for, and guarantees, value appropriation. We apply our methodology to (i) assess the familiar notion that uniqueness, inimitability, and competition imply value appropriation, and (ii) determine the value appropriation possibilities for an innovator whose unique discovery is of use to several others who can compete for the right to use it.",https://www.jstor.org/stable/jcorpciti.31.31,2005,Journal of Corporate Citizenship,10.2307_jcorpciti.31.31,0.683860838,25,0,0.655188203,47,0,0.497598886,16,0
0,0,0,"No rules, just right' or is it? The role of themed restaurants as cultural ambassadors","After mass media, ethnic-themed restaurants are possibly the second most influential socialising agents of foreign cultures. Whereas the media often depicts foreign cultures in a stereotypical manner, the opportunity exists in the hospitality field to offer consumers a more detailed and accurate insight into a culture. Yet, is this what consumers really want? This paper addresses an important question: How do spaces of consumption affect the perception and representation of 'authentic' culture? To explore this, a four-stage, cross-cultural (ie Australia and United States) qualitative study was undertaken to examine the role the Outback Steakhouse chain of restaurants plays in representing Australian culture in the United States. Findings revealed that US subjects were more accepting of the restaurant environment where it matched the images of Australia perpetuated by the media. By contrast, Australian subjects indicated that the image this restaurant provides is a largely stereotypical, outdated, inaccurate representation of their culture. Research implications and recommendations from a marketing, hospitality, and tourism perspective are provided.",https://www.jstor.org/stable/23745437,2007,Tourism and Hospitality Research,10.2307_23745437,0.680392563,50,0,0.521428585,6,0,0.511281312,7,0
0,0,0,The Concept of Ideal Types as a Method of Understanding Organizational Behavior,None,https://www.jstor.org/stable/40226551,1971,Management International Review,10.2307_40226551,0.668178439,6,0,0.513591051,4,0,0.474963963,0,0
0,1,0,Tainted Knowledge vs. Tempting Knowledge: People Avoid Knowledge from Internal Rivals and Seek Knowledge from External Rivals,"We compare how people react to good ideas authored by internal rivals (employees at the same organization) versus external rivals (employees at a competitor organization). We hypothesize that internal and external rivals evoke contrasting kinds of threats. Specifically, using knowledge from an internal rival is difficult because it threatens the self and its competence: It is tantamount to being a ""follower"" and losing status relative to a direct competitor. By contrast, external rivals pose a lower threat to personal status, so people are more willing to use their knowledge. We conducted three studies. Study 1 showed that internal and external rivalry involved opposite relationships between threat and knowledge valuation: The more threat internal rivals provoked, the more people avoided their knowledge, whereas the more threat external rivals provoked, the more people pursued their knowledge. Study 2 explored the types of threat that insiders and outsiders evoked. In particular, people assumed that they would lose more personal status if they used an internal rival's knowledge and, therefore, reduced their valuation of that knowledge. Finally, Study 3 found that self-affirmation attenuated these patterns. We suggest that the threats and opportunities for affirmation facing the self dictate how people respond to rivals and, ultimately, their willingness to value new ideas.",https://www.jstor.org/stable/20110589,2006,Management Science,10.2307_20110589,0.66301012,5,0,0.597436368,103,1,0.523379862,8,0
0,0,0,An Essay on Sustainable Work Systems: Shaping an Agenda for Future Research,None,https://www.jstor.org/stable/41783723,2012,Management Revue,10.2307_41783723,0.662731647,19,0,0.574875772,10,0,0.517286122,6,0
0,0,0,Comparative Economic Organization: The Analysis of Discrete Structural Alternatives,"This paper combines institutional economics with aspects of contract law and organization theory to identify and explicate the key differences that distinguish three generic forms of economic organization-market, hybrid, and hierarchy. The analysis shows that the three generic forms are distinguished by different coordinating and control mechanisms and by different abilities to adapt to disturbances. Also, each generic form is supported and defined by a distinctive type of contract law. The cost-effective choice of organization form is shown to vary systematically with the attributes of transactions. The paper unifies two hitherto disjunct areas of institutional economics-the institutional environment and the institutions of governance-by treating the institutional environment as a locus of parameters, changes in which parameters bring about shifts in the comparative costs of governance. Changes in property rights, contract law, reputation effects, and uncertainty are investigated.",https://www.jstor.org/stable/2393356,1991,Administrative Science Quarterly,10.2307_2393356,0.661555648,33,0,0.646387458,31,0,0.529865384,10,0
0,0,0,THE POLITICAL ECONOMY OF GENETIC ENGINEERING: The Neoliberal Formation of the Biotechnology Industry,"The breakthrough of genetic engineering and the subsequent formation of biotechnology as a strategic technology of the future comes at a time when science has become an object of political struggle and neoliberalism has experienced an upturn and has become hegemonic. This article shows how neoliberalism has proven itself able to cope effectively with a variety of opposing arguments, above all environmentalist and ethical. The patterns of the social structuring of biotechnology are analysed in the fields of innovation, risk management, patenting, biodiversity, and bioethics. With regard to the political and ethical void of the neoliberal strategy of biotechnology release, observations are given as to how it has been filled with an effective ideology and aesthetic of technology. In the final analysis, perspectives beyond an authoritarian or subaltern technological determinism are argued for, especially with reference to concepts of sustainable development within the framework of global and local economies.",https://www.jstor.org/stable/26161684,1998,Organization & Environment,10.2307_26161684,0.660438836,26,0,0.629450619,19,0,0.553542972,16,0
0,1,1,Powerful and free: intraorganizational power and the dynamics of corporate strategy,"The questions of how shifts occur between inertia and change and why only some organizations make strategic changes have received significant attention from scholars in strategy and organization theory. Here the horizontal and vertical dimensions of organizational power structures' influence on the dynamics of corporate strategy are examined. The horizontal dimension of institutionalization of subunit power causes inertia, while the vertical dimension of power differences in the top management team causes strategic change. These effects hold for the simple magnitude of strategic changes, changes that break organizational momentum and changes following performance decline. Analysis of changes in the diversification of Japanese shipbuilding and robotics firms supports the theory.",https://www.jstor.org/stable/23727525,2004,Strategic Organization,10.2307_23727525,0.659502983,10,0,0.713101983,259,3,0.614696324,30,1
0,0,0,Taylorism and Anti-Taylorism,None,https://www.jstor.org/stable/40396794,1975,International Studies of Management & Organization,10.2307_40396794,0.658432364,1,0,0.504915833,8,0,0.457609504,2,0
0,0,0,"The ""Theory A"" System of Work Organization for the Modern African Workplace",None,https://www.jstor.org/stable/41575595,1989,International Studies of Management & Organization,10.2307_41575595,0.657855928,35,0,0.540698826,5,0,0.483981311,4,0
0,1,0,GROUP INFLUENCE ACTIVITIES AND THE PERFORMANCE OF STRATEGIC INITIATIVES,"This study examines relationships between group influence activities and the performance of strategic initiatives. Theory suggests that the strength of these relationships is contingent upon the degree of exploration inherent in an initiative's goals. An analysis of 96 initiatives in three large firms supports the moderating role of exploration for the use of formal authority and coalition building, demonstrating that these group influence activities are more important to performance in more exploratory initiatives. Although the direct relationship between rational justification and initiative performance is significant, there is no evidence of the moderating effect for this form of influence. The results show how groups associated with strategic initiatives use different forms of influence to reduce the investment and political uncertainties that limit initiative performance.",external-fulltext-any,2012,Strategic Management Journal,10.2307_41411183,0.648715019,7,0,0.665571153,185,0,0.544570148,22,1
0,0,0,Exploring Pompeii: Discovering hospitality through research synergy,"Hospitality research continues to broaden through an ever-increasing dialogue and alignment with a greater number of academic disciplines. This paper demonstrates how an enhanced understanding of hospitality can be achieved through synergy between archaeology, the classics and sociology. It focuses on classical Roman life, in particular Pompeii, to illustrate the potential for research synergy and collaboration, to advance the debate on hospitality research and to encourage divergence in research approaches. It demonstrates evidence of commercial hospitality activities through the excavation hotels, bars and taverns, restaurants and fast food sites. The paper also provides an example of the benefits to be gained from multi-disciplinary analysis of hospitality and tourism.",https://www.jstor.org/stable/23745412,2007,Tourism and Hospitality Research,10.2307_23745412,0.642154813,14,0,0.511248887,6,0,0.495625854,1,0
0,0,0,"Change and Complementarities in the New Competitive Landscape: A European Panel Study, 1992-1996","This paper addresses three weaknesses in the literature on new organizational forms: the limited mapping of the extent of contemporary organizational change; confusion about how contemporary changes link together; and the lack of systematic testing of the performance consequences of this kind of change. Drawing on a large-scale survey of organizational innovation in European firms, the paper finds widespread but not revolutionary change in terms of organization structure, processes, and boundaries. Using the economics notion of complementarities, the paper develops contingency and configurational approaches to suggest that organizational innovations will tend to cluster in particular ways and that the performance benefits of these innovations depend on their clustering. Complementarities in performance are explored from both inductive and deductive perspectives. Consistent with the expectations of complementarity theory, high-performing firms appeared to be innovating more and differently than low-performing firms. Again consistent with complementarities, piecemeal changes-with the exception of IT-were found to deliver little performance benefit, while exploitation of the full set of innovations was associated with high performance. Though few European firms were found to exploit the complementarities of new organizational practices, those that did enjoyed high-performance premia.",https://www.jstor.org/stable/2640319,1992,Organization Science,10.2307_2640319,0.637125552,26,0,0.658691704,60,0,0.581359386,31,2
0,0,0,Windows of Opportunity: Temporal Patterns of Technological Adaptation in Organizations,"This paper examines the introduction and adaptation of technologies that support productive operations. The authors argue that the process of technological adaptation is not gradual and continuous, as often argued in the innovation literature, but is instead highly discontinuous. Evidence from three manufacturing and service organizations indicates that there exists a relatively brief window of opportunity to explore and modify new process technology following initial implementation. Afterwards, modification of new process technologies by users is limited by the increasing routinization that occurs with experience. Thus, the technology and its context of use tend to congeal, often embedding unresolved problems into organizational practice. Subsequent changes appear to occur in an episodic manner, triggered either by discrepant events or by new discoveries on the part of users. These findings have important implications for theories of technological change.",https://www.jstor.org/stable/2635073,1986,Organization Science,10.2307_2635073,0.630327106,24,0,0.597588241,19,0,0.558688581,4,0
0,0,0,From Experience to Experiential Learning: Cultural Intelligence as a Learning Capability for Global Leader Development,"Although international assignments are recognized as important mechanisms for developing global leaders in organizations, existing research has focused primarily on leaders' performance during international assignments, rather than on the developmental outcomes gained from such assignments. We integrate research on experiential learning and cultural intelligence to propose a process model that focuses on how leaders translate their international work assignment experiences into learning outcomes critical for global leadership development. Our model positions cultural intelligence as a moderator that enhances the likelihood that individuals on international assignments will actively engage in the four stages of experiential learning (experience, reflect, conceptualize, experiment), which in turn leads to global leadership self-efficacy, ethnorelative attitudes toward other cultures, accurate mental models of leadership across cultures, and flexibility of leadership styles. Our model has major implications for the selection and training of individuals, as well as organizational practices related to international job assignments from a developmental perspective.",https://www.jstor.org/stable/27759189,2009,Academy of Management Learning & Education,10.2307_27759189,0.628478765,130,0,0.603825569,11,0,0.520706832,6,0
0,0,0,Information Technology and Organizational Learning: An Investigation of Exploration and Exploitation Processes,"This study investigates the effects of information technology (IT) on exploration and exploitation in organizational learning (OL). We use qualitative evidence from previously published case studies of a single organization to extend an earlier computational model of organizational learning (March 1991) by introducing IT-enabled learning mechanisms: communication technology (e-mail), knowledge repositories of best practices, and groupware. We find that each of these IT-enabled learning mechanisms enable capabilities that have a distinct effect on the exploration and exploitation learning dynamics in the organization. We also find that this effect is dependent on organizational and environmental conditions, as well as on the interaction effects between the various mechanisms when used in combination with one another. We explore the implications of our results for the use of IT to support organizational learning.",https://www.jstor.org/stable/25146139,2007,Organization Science,10.2307_25146139,0.628283799,5,0,0.646632135,45,0,0.550223112,48,0
0,1,0,Board-Management Relationships: Resources and Internal Dynamics,"This paper investigates directors' relationships with firms' managers, using lenses of resource dependence theory and resource based view. Because of different roles that board members perform in modern organisations we seek to find out what boardmanagement relationships may provide a company with competitive advantage relative to other firms. The paper reports the results from a study conducted in six New Zealand companies. We used multiple respondents from the top management and board members in a variety of firms from different industries. Qualitative analysis of interview transcripts, and matching the qualitative results with secondary information on the companies, reveal several interesting patterns of relationship among top management and board members, as well as the value of this relationship to the firm.",https://www.jstor.org/stable/41783571,2008,Management Revue,10.2307_41783571,0.627737582,18,0,0.729262412,77,1,0.570306122,7,0
0,0,0,Learning from Experience: The United Nations Global Compact Learning Forum 2002,"In December 2002, representatives from more than 100 companies, labour and nongovernmental organisations, government, and about 30 academics convened in Berlin for the second Learning Forum of the United Nations Global Compact initiative. From the perspective of observer, I synthesise the discussion and learning that evolved out of the meeting, focusing on the much-discussed need for a tenth principle on transparency, and then on three levels of analysis where GC implementation is occurring. First is the micro (firm) level, where process of inspiration (visioning and commitment), integration, and improvement and indicators/measures are paramount. Second is the meso (industry, regional) level where industry pacts and processes of multi-stakeholder dialogue hold promise. Third is the macro level where multi-sector collaborative processes and a focus on social problem-solving are critical. Although the GC has not yet reached a tipping point, the evolving multi-level network structure has the potential to create one.",https://www.jstor.org/stable/jcorpciti.11.51,2002,Journal of Corporate Citizenship,10.2307_jcorpciti.11.51,0.627108276,6,0,0.649085522,30,0,0.516527176,3,0
0,1,1,Organizational Foundings in Community Context: Instruments Manufacturers and Their Interrelationship with Other Organizations,"Combining insights from organizational ecology and social network theory, we examine how the structure of relations among organizational populations affects differences in rates of foundings across geographic locales. We hypothesize that symbiotic and commensalistic interpopulation relations function as channels of information about entrepreneurial opportunities and that differing access to such information influences the founding rate. Empirical analyses of U.S. instruments manufacturers support this argument. The founding rate of instruments manufacturers rises with the densities of organizational populations that have symbiotic and commensalistic relationships with instruments manufacturers. These factors encourage the initial foundings of instruments manufacturers in areas where such organizations were not previously found. The dominance of organizational populations tied to instruments manufacturing by symbiotic or commensalistic relations increases the rate of foundings of instruments manufacturers, whereas the dominance of organizational populations that lack these relations decreases it. Finally, we find that interpopulation relationships that hinge on direct contact have less impact on initial foundings as geographic distance increases. These results have implications for research on organizational ecology, entrepreneurship, urban sociology, and economic geography.",https://www.jstor.org/stable/25426913,2006,Administrative Science Quarterly,10.2307_25426913,0.62631464,54,0,0.666938305,106,0,0.694981456,310,5
