,stance twd. cult persp. (1: positive; 0.5: maybe; 0: none),notes,other persp.?,article_name,abstract,jstor_url,journal_title,edited_filename,primary_subject,publicationYear,cult_pred,cult_score,rel_pred,rel_score,dem_pred,dem_score,org_score,org_pred
15,,,,"School Size, Social Capital, and Student Victimization","This study assesses the effects of three aspects of school organization—student enrollment, student-teacher ratio, and the number of different students taught—on the property and personal victimization experiences of students. It hypothesizes that smaller schools, schools with lower ratios of students to adults, and schools in which the number of different students taught by the typical teacher is lower will produce less victimization because of the increased social capital to which students in these schools are exposed. Using data from the National Study of Delinquency Prevention in Schools, the authors find that, net of individual-level risk factors and confounding characteristics of schools and their surrounding communities, each of the three aspects of school organization is related to student victimization but that these effects vary across victimization type. Their research suggests that reducing the ratio of students to teachers and reducing the number of different students taught by the average teacher are likely to reduce student victimization. Reducing school size is not. The authors also find evidence that higher levels of social capital, as measured by student consensus about normative beliefs, partially mediate the effects of student-teacher ratio on personal victimization.",https://www.jstor.org/stable/23057036,Sociology of Education,10.2307_23057036,Sociology,2011.0,0,1.3444197065837216e-05,0,0.00033021694980561733,1,0.9928663969039917,0.9999957084655762,1
16,,,,Work and the Conduct of Life: Weber's Legacy,"The article examines the role of work in Weber's oeuvre. Work is not a central concept for Weber but he did write extensively on the subject, and the article organizes his writings into four domains: the organization of work, occupation and social stratification, work and political community, and finally, work, personality and life style. This analytical and empirical interest in labor and labor regimes was embedded in his major problem–the rise of the West, and his analytical framework involved the study of economy, polity and culture. The article discusses Weber's problem, sets out his analytical frame of reference, and reconstructs his major empirical studies as well as the famous 'Protestant Ethic' studies where the objective and subjective aspects of work and its meaning are particularly prominent. In conclusion, Weber's legacy for sociological studies of work in the twenty-first century is outlined with respect to current problems and discourses in this sociological field.",https://www.jstor.org/stable/24581977,Max Weber Studies,10.2307_24581977,Sociology,2005.0,0,0.17986708879470825,0,0.0011560770217329264,0,0.0007741399458609521,0.9999991655349731,1
17,,,,"""We Begin with Our Favorite Theory..."": Reconstructing the Extended Case Method",None,https://www.jstor.org/stable/202098,Sociological Theory,10.2307_202098,Sociology,1999.0,1,0.6283913850784302,0,0.00019711078493855894,0,0.0018615757580846548,0.9999732971191406,1
18,,,,Deprivation of Basic Needs and Social Inequality,"In this article, deprivation of basic needs is used as a technical term denoting a lack of resources for satisfying not only needs for food and shelter, but also needs to consume cultural goods, or to be active in leisure time. In survey research, conducted in Łódź (N = 1,000) and in urban areas in Poland (N = 1,219), respondents were asked to assess whether they and their family members had enough money to cover expenses related to basic needs. On this basis the measure of subjective deprivation was constructed and the resultant variable examined. The results show that this variable constitutes an important indicator of actual economic hardship and is related to various dimensions of the social structure. Location of individuals in the social structure, their demographic characteristics, and their psychological attributes are important predictors of the likelihood of becoming extremely deprived.",https://www.jstor.org/stable/20628655,International Journal of Sociology,10.2307_20628655,Sociology,2002.0,0,4.210841780150076e-06,0,0.00015939585864543915,0,0.3200226426124573,0.9999916553497314,1
19,,,,What is Social Capital? A Comprehensive Review of the Concept,"Social capital is an old concept but it entered into academic and policy debates only in 1990s. Its importance in explaining economic and social phenomena have been increasingly felt in recent years. Literature on theoretical and empirical aspects of social capital grew significantly during last decade. The whole notion of social capital is centred on social relationships and its major elements include social networks, civic engagement, norms of reciprocity, and generalised trust. Broadly speaking, it is defined as a collective asset in the form of shared norms, values, beliefs, trust, networks, social relations, and institutions that facilitate cooperation and collective action for mutual benefits. It is a complex multidimensional concept having different dimensions, types, and levels of measurement. Common types of social capital include: structure and cognitive; bonding, bridging, and linking; strong and weak; and horizontal and vertical. It can be measured and analysed at individual- and collective-levels in terms of social perspective and micro-, meso- and macro-levels in terms of geographic perspective. The properties of social capital, such as capacity to appear in as an explanatory variable in the production function, accumulation over time, capability of improving economic performance, investment with expected future returns, convertibility, and the need of maintenance, make it qualify as a form of capital, though there are some criticisms about the use of term 'capital' in social capital. Research on social capital remains in its initial stage and the concept is still elusive, prone to contextual definition, deficient in common measurement indicators, inability to explicitly quantify effects, and subject to various criticisms. Conceptual and measurement imprecision has led the concept prone to vague interpretation, less empirical application, and underestimation of its value. More empirical studies and testing of the concept on the ground is needed to develop a commonly accepted definition and measurement indicators that can explicitly disentangle and quantify its effects on overall development processes. Better conceptualisation and operationalisation of social capital theory is helpful to attract more investment on its development, design appropriate social policies, and promote sustainable development.",https://www.jstor.org/stable/23655211,Asian Journal of Social Science,10.2307_23655211,Sociology,2009.0,0,4.213897045701742e-05,0,0.000281022978015244,0,0.00020740795298479497,0.996195912361145,1
20,,,,Marcuse and the Quest for Radical Subjectivity,"In this paper, I maintain that the Marcuse anticipates the poststructuralist critique of the subject, that these critiques suggest that the concept of the subject contains too much philosophical and political baggage, and that we need a reconstructed notion of subjectivity that Marcuse and the Frankfurt School initiated and enable us to further develop. In drawing on Nietzsche, Freud, and aesthetic modernism, Marcuse posits a bodily, erotic, gendered, social, and aestheticized subjectivity that overcomes mind-body dualism, avoids idealist and rationalist essentialism, and is constructed in a specific social milieu and is challenged to reconstruct itself and emancipate itself from limited and oppressive forms. In following Marcuse's reconstruction of subjectivity, I'll accordingly, first, offer a re-reading of Eros and Civilization to demonstrate how it anticipates the poststructuralist critique of the subject and offers an alternative conception of subjectivity. Then I pursue some of the contributions to rethinking subjectivity in Marcuse's later writings, focusing on his notion of radical subjectivity. At stake is developing a reconstructed Marcusean theory of subjectivity which emphasizes the need for a transformation of the affective dimension, the sensibility, and our very conception of the subject to help create a reconstructed conception of subjectivity for contemporary theory and to provide conceptions of the subjective conditions for radical social change and of agency in order to promote individual and social transformation.",https://www.jstor.org/stable/23250102,Social Thought & Research,10.2307_23250102,Sociology,1999.0,0,0.2895525395870209,0,0.00014926599396858364,0,0.0005503914435394108,0.9962683320045471,1
21,,,,Czechoslovakia in the Middle of Transition,"The article deals with the processes of the Czechoslovak transition from a soviet-type society to a democratic and liberal one. The transition is composed of three main, mutually interacting processes: 1. the constitutional change, i.e. the transformation of the political system and state identity, 2. the change of the economic system, i.e. the transformation of the planned economy into a market economy, and 3. the formation of a civil society out of an authoritarian and closed society. The relationship between the three mentioned changes belongs among the main problems of transformation. The coordination, harmonization and sequencing of the three transformations are being carried out without any previous experience and without the possibility of experimentation, or the time for careful testing of different options. The stabilization of the constitutional framework belongs among the preconditions for successful economic transformation. The Czechoslovak transition to a democratic society and market economy is complicated by unresolved problems in the constitutional sphere, i.e. by the unresolved relationship between the Czech and Slovak republics. The definite test of the success of the transition will be the formation of civil society. It is a long term process which will probably last many decades. It is the most complicated and precarious part of the transformation and is hampered by the value syncretism of the population, by efforts to combine opposing rules of social and economic behavior. The success of the transition depends to a large degree on the ability to mobilize the inner resources of the country. The mobilization processes are socially and culturally conditioned ones.",https://www.jstor.org/stable/41133192,Czechoslovak Sociological Review,10.2307_41133192,Sociology,1992.0,0,3.792742427322082e-05,0,0.0013743757735937834,0,0.0010877251625061035,0.993425726890564,1
22,,,,CREATING MEASURES OF THEORETICALLY RELEVANT NEIGHBORHOOD ATTRIBUTES AT MULTIPLE SPATIAL SCALES,"Accurately measuring attributes in neighborhood environments allows researchers to study the influence of neighborhoods on individual-level outcomes. Researchers working to improve the measurement of neighborhood attributes generally advocate doing so in one of two ways: improving the theoretical relevance of measures and correctly defining the appropriate spatial scale. The data required by the first, ""ecometric"" neighborhood assessments on a sample of neighborhoods, are generally incompatible with the methods of the second, which tend to rely on population data. In this article, the authors describe how ecometric measures of theoretically relevant attributes observed on a sample of city blocks can be combined with a geostatistical method known as kriging to develop city block—level estimates across a city that can be configured to multiple neighborhood definitions. Using a cross-validation study with data from a 2002 systematic social observation of physical disorder on 1,663 city blocks in Chicago, the authors show that this method creates valid results. They then demonstrate, using neighborhood measures aggregated to three different spatial scales, that residents' perceptions of both fear and neighborhood disorder vary substantially across different spatial scales.",https://www.jstor.org/stable/43551720,Sociological Methodology,10.2307_43551720,Sociology,2014.0,0,5.3753192332806066e-05,0,0.0002286494564032182,0,0.37294313311576843,0.9999983310699463,1
23,,,,"Narrativity, Narrative Identity, and Social Action: Rethinking English Working-Class Formation",None,https://www.jstor.org/stable/1171314,Social Science History,10.2307_1171314,Sociology,1992.0,0,0.01417617779225111,0,0.00022111195721663535,0,0.02052750065922737,0.9999964237213135,1
24,,,,The Russian Transition in Comparative and Russian Perspective,None,https://www.jstor.org/stable/40971143,Social Research,10.2307_40971143,Sociology,1996.0,0,0.0029066698625683784,0,0.0005222546751610935,0,0.0007365004858002067,0.999948263168335,1
25,,,,How the Birth of a Child Affects Involvement with Stepchildren,"This study investigates the effect of childbearing on parental involvement in stepfamilies and intact families, based on the reports of 1,905 stepparents and biological parents from the National Survey of Families and Households. Regression analysis indicates that involvement with children declines over time, especially among respondents with only stepchildren in the household. Respondents who have had a child between waves of the survey reduce parental involvement at a slower rate than respondents who did not have a child. These effects are explained by the children's age. The birth of a child has a similar effect on parental involvement in stepfamilies and intact families. These findings suggest that the addition of a half-sibling is not particularly beneficial to stepchildren and provides further evidence that couples with children from prior relationships should not make the decision to reproduce to ""cement"" stepfamily bonds.",https://www.jstor.org/stable/3600281,Journal of Marriage and Family,10.2307_3600281,Sociology,2005.0,0,1.5295854609576054e-05,0,0.0005169609212316573,0,0.29001137614250183,0.9999796152114868,1
26,,,,Walking the Dog: The Effect of Pet Ownership on Human Health and Health Behaviors,"This analysis explores whether pet owners have better physical health outcomes, and if so, whether the positive physical health benefits are explained by better health behaviors that result from having to take care of the pet's physical needs. Data come from the National Health and Nutrition Examination Survey, a representative sample of the non-institutionalized United States population. Analyses were limited to persons living alone (n = 2,474) in order to isolate primary pet caretakers from those merely living in a pet household. Results showed that pet owners, particularly dog and cat owners, had more positive physical health outcomes when compared to non pet owners or those owning other types of pets. Surprisingly, the effect of pet ownership was not mediated by health behaviors such as recreational walking. However, the health benefits of pet ownership were largely reduced once sociodemographic variables such as age, socioeconomic status, and residential location were controlled. The positive health effects of pet ownership appear to be primarily the result of selection, not increased physical activity associated with the active caretaking of pets.",https://www.jstor.org/stable/24720847,Social Indicators Research,10.2307_24720847,Sociology,2014.0,0,1.3451995982904918e-05,0,0.0013072086730971932,0,0.031324002891778946,0.9982692003250122,1
27,,,,THE DYNAMICS OF THE LABOR PROCESS IN THE AGE OF NEOLIBERAL CAPITALIST GLOBALIZATION: A CLASS ANALYSIS,"This paper examines the nature and dynamics of the labor process in the U.S. and the global economy, focusing on relations between labor and capital at the point of production. Analyzing this process in the context of the global economy, the paper argues that changes in the international division of labor have brought transformations in capitalist relations on a world scale, and that these changes can best be understood through a class analysis of the global capitalist system in which the labor process takes place. Given the class contradictions of global capitalism based on control and exploitation of labor, the struggle between labor and capital ends up becoming a struggle for state power - a struggle that is accelerated and is more intense in its scope and duration in the age of neoliberal capitalist globalization.",https://www.jstor.org/stable/41421399,International Review of Modern Sociology,10.2307_41421399,Sociology,2011.0,0,1.6062896975199692e-05,0,0.00011658446601359174,0,0.0013396305730566382,0.9968042373657227,1
28,,,,The Changing Facets of Hungarian Nationalism,None,https://www.jstor.org/stable/40972343,Social Research,10.2307_40972343,Sociology,1996.0,0,0.057775143533945084,0,0.0001923010277096182,0,0.18199512362480164,0.9999949932098389,1
29,,,,CLASS DIFFERENCES AND EDUCATIONAL OPPORTUNITIES IN JAPAN,None,https://www.jstor.org/stable/43294416,Hitotsubashi Journal of Social Studies,10.2307_43294416,Sociology,1997.0,0,2.644389860506635e-05,0,0.0003150276024825871,1,0.946756899356842,0.9999973773956299,1
30,,,,"Cooperation, Deterrence, and the Ecology of Regulatory Enforcement","An ecological model based on evolutionary game theory is developed to analyze the role of egoistic cooperation in regulatory enforcement. The model demonstrates that socially beneficial cooperation depends on 1) a combination of cooperative and deterrence routines in an enforcement strategy that is at once vengeful and forgiving, 2) firms concerned enough about future enforcement encounters to forgo short-term gains from evasion, and 3) institutional arrangements that provide suitable sanctions and cost tradeoffs for existing enforcement and evasion technologies in the particular enforcement arena. Factors limiting the advantage of cooperation are also reviewed, and other applications of the model are suggested.",https://www.jstor.org/stable/3053402,Law & Society Review,10.2307_3053402,Sociology,1984.0,0,5.8491055824561045e-05,0,0.00023689937370363623,0,7.001985795795918e-05,0.9999985694885254,1
31,,,,A Comparison of the Allport and Feagin Scoring Procedures for Intrinsic/Extrinsic Religious Orientation,"Two different scoring techniques published by Feagin and by Allport for a common pool of 21 intrinsic/extrinsic religious orientation scale items developed by persons at Harvard are compared. Correlations between both Feagin's and Allport's total scales, their sub-scales, and a measure of reported religious experience (REEM) are reported. It is concluded that Feagin's scoring technique is as adequate as is Allport's and that neither Feagin's nor Allport's sub-scales can be combined to form a single, unidimensional scale.",https://www.jstor.org/stable/1384783,Journal for the Scientific Study of Religion,10.2307_1384783,Sociology,1971.0,0,1.6829280866659246e-05,0,0.000164927143487148,0,0.00010306829790351912,0.9999977350234985,1
32,,,,"""Property Values Drop When Blacks Move in, Because..."": Racial and Socioeconomic Determinants of Neighborhood Desirability","Are housing prices lower in neighborhoods with high concentrations of black residents? If so, is this relationship evidence of pure discrimination, or can it be explained by considering nonracial neighborhood traits? These questions derive their importance from the link between mobility patterns and residential segregation, and the consequent relationship between high levels of segregation and a host of deleterious outcomes. I assess the magnitude and motivations of racial aversion by conducting a hedonic price analysis of geocoded data from the Panel Study of Income Dynamics. I find clear evidence of lower property values in neighborhoods with relatively high proportions of black residents. However, whether it is blacks' race or their socioeconomic status that affects property values depends on whether housing units are rented or owner-occupied.",https://www.jstor.org/stable/2657496,American Sociological Review,10.2307_2657496,Sociology,1999.0,0,1.0420913895359263e-05,0,0.00021797876979690045,1,0.9999512434005737,0.9998536109924316,1
33,,,,What Went Wrong? Accounting Fraud and Lessons from the Recent Scandals,None,https://www.jstor.org/stable/40972113,Social Research,10.2307_40972113,Sociology,2008.0,0,0.049113038927316666,0,0.00020001195662189275,0,0.005736558232456446,0.9999985694885254,1
34,,,,"Creating Emotional Resonance: Interpersonal Emotion Work and Motivational Framing in a Transgender Community
","In this article, we examine how interpersonal emotion work in a transgender support group and motivational framing of transgender social movement organizations together constructed favorable conditions for emotional resonance. We define emotional resonance as the emotional harmony and/or disjuncture between collective action frames and the emotional lives of potential recruits. Data derive from fieldwork, interviews, online e-mail lists and forums, community publications, activist speeches, and social movement organizations' recruitment appeals. Transgendered people joined support groups hoping to find relief from shame, fear, powerlessness, alienation, and inauthenticity. Although group members' emotion work partly accomplished such relief, it was hindered by identity conflicts and the temporal bounds of the meetings. Transgender activists and nascent social movement organizations, however, used motivational framing to promise targeted recruits a more permanent emotional resolution—one which could draw them into the movement. Our analysis moves transgender scholarship beyond issues of identity and moves framing theory beyond an almost exclusive concern with cognitive processes.
",https://www.jstor.org/stable/10.1525/sp.2004.51.1.61,Social Problems,10.1525_sp.2004.51.1.61,Sociology,2004.0,0,0.2109062671661377,1,0.9986976385116577,0,0.01398968230932951,0.9999983310699463,1
35,,,,Redevelopment from Crisis to Crisis: Urban Fixes of Structural Adjustment in Argentina,"Structural adjustment, as one of the primary vectors of neoliberal globalization in the global South since the 1980s, has a record of creating widespread, rapid socioeconomic change in most countries. But research on the politics of its particularly localized, urban manifestations is rare. This article focuses on two cases of crisis-driven redevelopment in the capital of Argentina to ask how state-led urban intervention occurs within a context of structural adjustment, and how this varies in different crisis moments. Evidence is comparative-historical, based on archival material, ethnographic research over 18 months in Argentina, and extensive interviews with strategic informants in Buenos Aires. Although research on redevelopment and neoliberal globalization in Northern countries is extensive, virtually none addresses their joint dynamics in the very different political-economic contexts of the South. I show that the particularities of evolving structural adjustment influence how local redevelopment interventions take shape with different aims, tools, and outcomes in Buenos Aires between 1989 and 2004.",https://www.jstor.org/stable/41035620,Berkeley Journal of Sociology,10.2307_41035620,Sociology,2007.0,0,1.71111969393678e-05,0,0.08182968199253082,0,0.004457245115190744,0.9999017715454102,1
36,,,,Sexist Students in American Colleges: A Descriptive Note,None,https://www.jstor.org/stable/350973,Journal of Marriage and Family,10.2307_350973,Sociology,1975.0,0,0.10085219144821167,0,0.008194275200366974,1,0.9946316480636597,0.9999990463256836,1
37,,,,"After Postmodernism: Reactionary
Tribalism","Revived Weimar‐era “radical conservatism” and fresh
“New Right” and “paleoconservative” theories offer
a radical cultural critique of global capitalism and liberal democracy.
Expressing a broader retribalization and perceived failure of
modernization, their defense of communal particularity attacks the
multicultural nation‐state, liberal rights, and universal
citizenship. This essay links reactionary tribalism to a recurrent
20th‐century theoretical tendency, the “total critique of
modernity”—a fusion of oversimplified Nietzschean and Weberian
ideas. Historically, total critique has promoted convergence between right
and left, such as the current overlapping facets of
“radical conservatism” and “strong‐program
postmodernism.” Total critique counters the “historicist”
method of “internal critique” and the “communication
model” characteristic of reflexive social theory. The discussion
uncovers the mediating role of social theory in the problematic
relationship of science and partially disenchanted public spheres in
plural, democratic cultures.",https://www.jstor.org/stable/10.1086/303111,American Journal of Sociology,10.1086_303111,Sociology,2000.0,1,0.9999111890792847,0,0.00015574603457935154,0,0.0003103607159573585,0.9999946355819702,1
38,,,,"Religious Attendance, Health Maintenance Beliefs, and Mammography Utilization: Findings from a Nationwide Survey of Presbyterian Women","Preventive health services, such as mammography, play an increasingly important role in maintaining women's health. Social factors, such as religion, may influence utilization rates by expanding access, offering information, and increasing motivation. The current study examines the relationship between religious involvement, religious beliefs, and mammography usage in a nationally representative sample of Presbyterian women (N = 1,070). We use multivariate logistic regression models to estimate the influence of religious service attendance and two health-related religious beliefs on self-reported mammography use. The findings show that religious attendance is significantly associated with mammogram use. Women who attend services nearly every week are almost twice as likely to use mammograms compared to women who attend services less frequently or never. Furthermore, the belief that spiritual health is related to physical health is also associated with the use of mammograms.",https://www.jstor.org/stable/4621938,Journal for the Scientific Study of Religion,10.2307_4621938,Sociology,2006.0,0,1.5206665921141393e-05,0,0.4110977053642273,0,0.001050446880981326,0.9874524474143982,1
