stance twd. demog persp. (1: positive; 0.5: maybe; 0: none),notes,other persp.?,article_name,abstract,jstor_url,journal_title,edited_filename,primary_subject,publicationYear,cult_pred,cult_score,rel_pred,rel_score,dem_pred,dem_score
,,,TRADE UNIONISM AND THE INSURANCE CLERK,"This paper attempts to demonstrate that changes in the class situation of insurance workers were important amongst the factors explaining the rapid increase in the density of TUC affiliated unionism amongst insurance clerks from the late 1960' s onwards. The clerical class position is situated in terms of Marxist categories, and related to the Weberian categories of'work' and 'market' situation. There then follows a brief history of insurance unionism. I then chart the economic difficulties of the insurance industry from the late 'fifties onwards; these were followed by the widespread rationalization of the insurance labour force—in particular, the introduction of the computer. I argue that the application of 'modern managerial techniques' and computer technology has transformed the nature of the insurance labour force—and thus the 'work' and 'market' situation of the insurance clerk. In conclusion, I briefly review other factors—e.g. government policy—which, together with the changes in class situation, have contributed to the growth in trade union membership amongst insurance workers.",https://www.jstor.org/stable/42853377,Sociology,10.2307_42853377,Sociology,1979.0,0,0.003175213001668453,0,0.00016626264550723135,1,0.9524814486503601
,,,Nongenetic Familial Transmission of Psychiatric Disorders? Evidence from Children of Holocaust Survivors,"There is considerable evidence that psychiatric disorders aggregate in families, a phenomenon for which both genetic and nongenetic explanations have been proposed. However, since genetic and social inheritance usually co-occur, it is difficult to separate out their effects. In this paper, we argue that examining the rates of disorder among children of Holocaust survivors provides a special situation where genetic and nongenetic factors in familial transmission can be separated, and where specific nongenetic mechanisms can be tested. We specify competing hypotheses, and test their viability using data from an epidemiological study of psychiatric disorders conducted in Israel. We find no evidence of higher symptom scale scores or higher rates of current psychiatric disorders for the children of Holocaust survivors. However, they did have higher rates of past disorders.",https://www.jstor.org/stable/2137216,Journal of Health and Social Behavior,10.2307_2137216,Sociology,1994.0,0,0.0001611940679140389,0,0.0004451328713912517,1,0.9560714364051819
,,,Sexual Balkanization: Gender and Sexuality as the New Ethnicities,None,https://www.jstor.org/stable/40970998,Social Research,10.2307_40970998,Sociology,1993.0,1,0.8206385374069214,0,0.0001400790933985263,1,0.9875414967536926
,,,Black Workers Ambivalence toward Unions,None,https://www.jstor.org/stable/20006914,"International Journal of Politics, Culture, and Society",10.2307_20006914,Sociology,1989.0,0,0.20913007855415344,0,0.02718125842511654,1,0.9876101016998291
,,,Who Contacts Whom? Educational Homophily in Online Mate Selection,"Data from an online dating platform are used to study the importance of education for initiating and replying to online contacts. We analyse how these patterns are influenced by educational homophily and opportunity structures. Social exchange theory and mate search theory are used to explain online mate selection behaviour. Our results show that educational homophily is the dominant mechanism in online mate choice. Similarity in education significantly increases the rate of both sending and replying to initial contacts. After controlling for the opportunity structure on the platform, the preference for similar educated others is the most important factor, particularly among women. Our results also support the exchange theoretical idea that homophily increases with educational level. If dissimilarity contacting patterns are found, women are highly reluctant to contact partners with lower educational qualifications. Men, in contrast, do not have any problems to contact lower-qualified women. Studies of educational homogamy generally show that couples where women have a higher level of education are rare. Our study demonstrates that this is mainly the result of women's reluctance to contact lower qualified men.",external-fulltext-any,European Sociological Review,10.2307_41236583,Sociology,,0,4.7474259190494195e-05,1,0.9983137845993042,1,0.9388068318367004
,,,RESTRUCTURING INDUSTRY ON THE FACTORY FLOOR: NEO-FORDIST TENDENCIES AT WESTERN CAPE FIRMS,"This paper examines changes in manufacturing organisation and industrial relations at a number of Western Cape firms. It does so against the background of two debates: firstly, the international 'flexibility' or 'post-Fordism' debate and secondly, the domestic debate on a new industrial policy and the role that changes in the organisation of production – particularly those modelled on the flexibility thesis – could have within such a policy. The paper argues that while the latter is far from being conclusive and bound to continue for some time, actual restructuring of labour processes and industrial relations at local firms is going ahead – often under the banner of 'world class manufacturing'. On the whole though, these innovations amount to a shift in the direction of neo- rather than post-Fordism.",https://www.jstor.org/stable/44461353,South African Sociological Review,10.2307_44461353,Sociology,1992.0,0,0.1431005895137787,0,0.00041842099744826555,0,0.00030314241303130984
,,,Religious Attendance and Subjective Health,"Epidemiologists often correlate religious attendance with a variety of health outcomes and claim that religion represents a protective factor with respect to health. However, these analyses are typically zero-order (i.e., uncontrolled) and thus fail to address the possibility that partialling out the effects of potential explanatory variables might reduce such associations to insignificance. Using a three-generations sample of Mexican American Catholics, the authors regress subjective health onto religious attendance, alternatively controlling for four such variables: social support, physical capacity, social class, and subjective religiosity. Among both older and younger women, significant zero-order associations are explained away by removing the effects of physical capacity. These findings lend empirical support to theoretical work in social gerontology which suggests that religious attendance may represent a proxy for functional health, especially in older people.",https://www.jstor.org/stable/1386061,Journal for the Scientific Study of Religion,10.2307_1386061,Sociology,1986.0,0,2.024881359830033e-05,0,0.00011595980322454125,0,0.03120627999305725
,,,The Modern World as a Monolithic Iron Cage? Utilizing Max Weber to Define the Internal Dynamics of the American Political Culture Today,"If derived from the overall thrust of his sociological writings rather than his political essays, Weber's view of modernity is characterized by attention to the unique features of various advanced industrial societies rather than by a monolithic 'iron cage' vision. This study first demonstrates this point by briefly discussing central differences in the political cultures of Germany and the United States, and then by reconstructing, following Weber, the classic dualism in the American political culture: a 'world mastery' and self-reliant individualism stands opposed to–though also intertwined with–a public sphere penetrated by civic ideals. Although Weber's expectations regarding the fate of this classical dualism in the twentieth century can be seen today to be largely incorrect, the utilization of an axiom central to his comparative-historical sociology yields a powerful conceptualization of the present-day American political culture: pendulum movements across a 'tripolar constellation' are identified. This application of Weber's sociology reveals its analytic power even today.",https://www.jstor.org/stable/24579557,Max Weber Studies,10.2307_24579557,Sociology,2001.0,1,0.999935507774353,0,0.0006908139912411571,0,0.0006462546880356967
,,,Structural Change and New Cleavages: The Progress Parties in Denmark and Norway,"The Progress parties have been variously dubbed 'flash party', 'protest party', 'tax-revolt party', 'petty bourgeois protest movement', 'populist party', 'extreme right-wing party'. None of these labels passess unambiguously through a critical examination. More recently, commentators have sometimes referred to the Progress parties as 'conventional' bourgeois parties. Such a label is, however, also problematic, as the social background or class profile of both parties shows an increasing deviation from 'conventional' bourgeois parties. Our approach is that the Progress parties must be interpreted in connection with the new cleavages in postindustrial society. We discuss the Progress parties in relation to cleavages emanating from the welfare state, and in particular to postindustrial materialism and the changed role of the working class.",https://www.jstor.org/stable/4200798,Acta Sociologica,10.2307_4200798,Sociology,1990.0,0,0.0003057719150092453,0,0.00036003460991196334,0,0.055183298885822296
,,,Marketing Applied Sociology,None,https://www.jstor.org/stable/43481257,Journal of Applied Sociology,10.2307_43481257,Sociology,1985.0,1,0.9952574372291565,0,0.00029443789389915764,0,0.0018937612185254693
,,,ELABORATION OF RECIPROCAL VARIABLES ARTICULATING RELATIVE INVOLVEMENT AND THEIR RELATIONS TO DELINQUENCY AND CRIMINAL CAUSALITY,"The purpose of this paper is to elaborate the author's theoretical model of Relative Involvement, in which he has been involved during the past twenty years. The concept involvement, as conceptualized for this theoretical mode, implies closely related, reacting interactions among reciprocal variables in relations to delinquent and criminal causality. Symbolic interactions require a commitment process, which facilitates self-motivation. However, Weigert firmly believes there is more to selfmotivation than objective commitments. The feeling aspects of motivation require, also, relative degrees of involvement. Highly involved individuals ""flow"" into social interaction with a powerful flood of compelling feeling. Hence, motivation is concerned with a person's cognitive commitments to or against social situations. Whereas, feeling aspects of motivation constitute the person's relative degrees of involved meaning, which subject actor acquires for or against social interactions. Major emphasis is devoted to the self micro-interactional, and subcultural levels of analyses, as well as S her if s normative reference groups (not to be confused with Merton's ""comparison groups"").",https://www.jstor.org/stable/41421134,International Review of Modern Sociology,10.2307_41421134,Sociology,1997.0,0,1.597822665644344e-05,0,0.00022435134451370686,0,0.0012030848301947117
,,,Hierarchical Clique Structures,"The clique, as defined in graph theory, provides a rigorous abstraction of the idea of a ""tightly knit"" subset of a set of elements. A number of methods, known as ""clique detection procedures"", exist for finding the cliques of a given graph, but they are generally rather complex and unwieldy. When the graph is generalized to the network by permitting quantitative relationships, a hierarchical clique structure (i.e., an ordered sequence of clique groupings) can be derived. An literative method for finding hierachical clique structures is presented, which can also be used as a more conceptually straightforward clique detection procedure for graphs. The problem of finding a hierarchical clique structure in a network is formally related to clustering for proximity data, and the method presented also constitutes a types of hierarchical clustering procedure.",https://www.jstor.org/stable/2786466,Sociometry,10.2307_2786466,Sociology,1974.0,0,2.4993052647914737e-05,0,0.00028733801445923746,0,0.03223556652665138
,,,THE CHINESE IN THAILAND: AN ANNOTATED BIBLIOGRAPHY,"Students and researchers will find this annotated bibliography a valuable introduction to the existing literature on the Chinese in Thailand. The 20 theses, 13 articles, and 22 books presented are grouped according to the following areas of concern: General; Social Assimilation; Social; Economic; Political; and Law and Regulation. The bibliography shows that there are a number of scholarly works on the Thai-Chinese written in English.",https://www.jstor.org/stable/41853598,Philippine Sociological Review,10.2307_41853598,Sociology,1976.0,0,0.0008411405724473298,0,0.002228338969871402,0,0.27868032455444336
,,,LEISURE TIME ROLES OF WOMEN IN IRAN,None,https://www.jstor.org/stable/23028494,International Journal of Sociology of the Family,10.2307_23028494,Sociology,1991.0,0,1.56926762429066e-05,0,0.0022441649343818426,0,0.042449355125427246
,,,Popular Incorporation and Prospects for Democracy: Some Implications of the Brazilian Case,None,https://www.jstor.org/stable/657798,Theory and Society,10.2307_657798,Sociology,1990.0,1,0.5365836024284363,1,0.9952215552330017,0,0.0025200876407325268
,,,Consensual governance and myopic academia: A response to Liza Schuster and John Solomos,None,https://www.jstor.org/stable/23890307,Ethnicities,10.2307_23890307,Sociology,2004.0,0,0.0012255697511136532,0,0.00015442018047906458,0,0.021861379966139793
,,,The Communication of Innovations: the influence of the foreign trained returnee on socio-cultural change in developing countries,None,https://www.jstor.org/stable/43895757,Southeast Asian Journal of Sociology,10.2307_43895757,Sociology,1971.0,0,0.41292834281921387,0,0.0010594103951007128,0,0.00794152356684208
,,,The 1990 Mohawk-Oka Conflict: The Importance of Culture In Social Movement Mobilization,None,https://www.jstor.org/stable/41675337,"Race, Gender & Class",10.2307_41675337,Sociology,1996.0,1,0.8272538781166077,0,0.0016997942002490163,0,0.002879648469388485
,,,RURAL SOCIOLOGY IN BRAZIL-INSTITUTIONAL GROWTH (1965-1977),"Rural sociology has been institutionalized in Brazil during the past 15 years. In this paper, data from a recent survey sponsored by the Brazilian Ministry of Education are used to review the five existing graduate programs. Specific attention is given to their origin, present and projected staffing, students, curricula, and past and on-going faculty and student research. Analyses are cast within the context of the actual role of rural sociology in Brazilian national development policy and programs. The paper also highlights several points of potential collaborative interest between Brazilian rural sociologists and those of other nations. Included under this rubric are personnel interchange and collaborative research.",https://www.jstor.org/stable/41420677,International Review of Modern Sociology,10.2307_41420677,Sociology,1979.0,1,0.9997531771659851,1,0.9753084182739258,0,0.00687760952860117
,,,"Why Does Unemployment Come in Couples? An Analysis of (Un)Employment and (Non)Employment Homogamy Tables for Canada, the Netherlands and the United States in the 1980s","In this paper we first raise the factual question of whether wives of unemployed husbands have a higher chance of unemployment than wives of employed husbands. Data for Australia, Canada, the Netherlands and the USA in the first half of the 1980s indicate that this indeed is the case. We then seek to explain this finding. According to one explanation, (un)employment homogamy is a by-product of educational homogamy combined with a relation at the individual level between education and unemployment. Although the existence of educational homogamy in Canada, the Netherlands and the USA could be ascertained, and although in these countries unemployment is higher when education is lower, these findings could not fully explain the observed extent of (un)employment homogamy in these countries. According to a more complex explanation, the phenomenon of (un)employment homogamy will disappear when we allow, after these effects of education, for similar effects of age and region. This explanation was tested for the USA, and did not explain the observed extent of (un)employment homogamy in this country either. These findings show that labour market inequalities (unemployed persons have less education, are very young or very old, live in certain places) are aggravated by marriage market outcomes (educational and age homogamy). But, in addition, the finding of persistent couple effects suggests that, apart from labour market and marriage market effects, other processes taking place after marriage make for (un)employment homogamy.",https://www.jstor.org/stable/522542,European Sociological Review,10.2307_522542,Sociology,1988.0,0,7.976758206496015e-05,1,0.9974911212921143,1,0.9990604519844055
,,,Internet-Mediated Experiences of Underdevelopment: A Four-Country Survey of Academia,"Professional academics in Indonesia, Malaysia, Singapore and the United States have significantly different subjective experiences of Internet use. This difference appears not only in substantial inequalities of access, but also in a higher level of expectation and value placed on the Internet among Indonesians and secondarily Malaysians. These results, from a survey and interviews of teachers and researchers in the social sciences and humanities, are analyzed in the context of dependency theory within knowledge economies. While inadequate and unequal access to information and communication technology is a substantial problem, the article argues that emphasizing access, resource and skills development alone will not solve academic and other more general dependencies within knowledge economies. Rather, a simultaneous — if sometimes conflicting — emphasis on both infrastructural development and de-centered production of knowledge is called for.",https://www.jstor.org/stable/23654648,Asian Journal of Social Science,10.2307_23654648,Sociology,2007.0,0,1.1299427569610998e-05,0,0.00016434113786090165,0,0.003778454614803195
,,,"Firearms, Homicides, and Gun Control Effectiveness",None,https://www.jstor.org/stable/3052950,Law & Society Review,10.2307_3052950,Sociology,1972.0,0,1.6465748558402993e-05,1,0.9555297493934631,0,0.03395913541316986
,,,The Power of Silence? Opinion Contagion and the Surprise of the Polish 2005 Parliamentary and Presidential Elections,"This paper investigates opinion contagion in collective behaviour using threshold model (Granovetter (1978)). The theoretical background is the spiral of silence concept developed by Noelle-Neumann (1974), arguing that people only assert their opinions if they perceive a minimal support from a relevant proportion of others. We apply the model to explain the dispersion between pre-elections preferences and the final results of the Polish parliamentary and presidential elections in 2005. It is shown that the minority opinions were more widely-held than was declared in opinion polls as a consequence of different distributions of the threshold values of opinion assertion.",https://www.jstor.org/stable/41275093,Polish Sociological Review,10.2307_41275093,Sociology,2009.0,0,0.0011020865058526397,0,0.00015889130008872598,0,0.0035026129335165024
,,,Organizations and Fraud in the Savings and Loan Industry,"This article analyzes the organizational correlates of fraud in the savings and loan industry. We test the hypothesis that during the 1980s institutions that departed from the traditional activities of thrifts to embark on high-growth, high-risk strategies were more likely to be vehicles for fraud than were institutions that retained a more traditional focus. The results of an analysis of data from a sample of 686 insolvent savings and loan institutions support the hypothesis; stock-owned thrifts, those with a relatively low proportion of home mortgage loans, those with a high proportion of their assets in direct investments, and those that experienced high asset growth were the vehicles for the most costly and frequent incidents of suspected crime. These findings are related to theoretical issues regarding the role of organizations in white-collar crime.",https://www.jstor.org/stable/2580454,Social Forces,10.2307_2580454,Sociology,1995.0,0,0.00010234629735350609,1,0.8447462916374207,0,0.1232353001832962
,,,The CB Handle: An Announcement Of Adult Identity,"The CB handle is used as a means of exploring voluntary identity-making among adult CBers. While only an exploratory study, gender appeared to be the most deeply embedded adult identification. Other, apparently less deeply embedded, identities were found in occupation (white- versus blue-collar workers and truckers versus non-truckers). Sexual identifications seemed to have increased in importance with time, with ethnic identifications decreasing in importance. Finally, Turner's (1976) distinction between impulse and institutional anchoring of the real self was used to suggest that white-collar workers and new CBers had significantly more impulse-based handles than blue-collar workers and “old-timer” CBers.",https://www.jstor.org/stable/10.1525/si.1980.3.2.95,Symbolic Interaction,10.1525_si.1980.3.2.95,Sociology,1980.0,0,0.004148504696786404,0,0.0017885861452668905,1,0.9762312769889832
,,,Living Arrangements during Childrearing Years and Later Health of African American Mothers,"Using longitudinal data from the Woodlawn Project (N = 680), this study examined how patterns of living arrangements among a community cohort of African American mothers were associated with later physical and emotional health. We identified eight patterns of stability and transition in living arrangements during the childrearing years. Health outcomes include SF-36 Physical Functioning, SF-36 Bodily Pain, depressed mood, and anxious mood. Specific patterns of living arrangements were related to later health, controlling for age, earlier health, education, and poverty. Poverty explained many, but not all, of the relationships between living arrangements and health. Findings underscored the benefits of social support and social integration and highlighted the negative effects of marital dissolution on health.",https://www.jstor.org/stable/27752505,Journal of Marriage and Family,10.2307_27752505,Sociology,2009.0,0,7.180096417869208e-06,0,0.00018669833661988378,1,0.9604170322418213
,,,Coordinating Futures: Toward a Theory of Anticipation,"This article presents a theoretical approach for studying the coordination of futures. Building off theories of temporality and action, the authors map three different modes of future making—protentions, trajectories, and temporal landscapes—that actors need to coordinate in order to make sense of action together. Using a wide range of empirical evidence, they then show that these modes of future-coordination are autonomous from each other, so that although they are connected, they can clash or move in disjointed directions in interaction. By focusing on the coordination and disjunctures of those three modes, the authors argue that sociologists can provide a methodological axis of comparison between cases; depict mechanisms through which other theoretical or empirical constructs—such as racism or late modernity—operate; and open a window into the ways in which people organize and coordinate their futures, a topic of inquiry in its own right.",https://www.jstor.org/stable/10.1086/668646,American Journal of Sociology,10.1086_668646,Sociology,2013.0,0,0.000972145120613277,0,0.00015976515715010464,0,0.02471368946135044
,,,Alternative Approaches to Unobserved Heterogeneity in the Analysis of Repeatable Events,None,https://www.jstor.org/stable/270924,Sociological Methodology,10.2307_270924,Sociology,1986.0,0,4.310072836233303e-05,0,0.00027777263312600553,1,0.9713347554206848
,,,Social Cleavage and the Revival of Far Right Parties: The Case of France's National Front,"Does the left-right cleavage still structure citizen political behavior? What are the explanatory limits of cleavage politics? These questions are examined in light of support for a contemporary far right party, France's National Front. Though the predominance of former moderate right voters testifies to the cleavage's enduring influence, the weight of former left voters (especially those from the non-Communist left) indicates the importance of citizen concern with crosscutting political issues. Beyond voter movement from left and moderate right parties alike, however, explanation of far right success must also attend to the contribution of previous non-voters as well as the emergence of a new partisan loyalty.",https://www.jstor.org/stable/4201003,Acta Sociologica,10.2307_4201003,Sociology,1997.0,0,4.15526119468268e-05,0,0.004315570462495089,0,0.045001070946455
,,,Holistic Physicians: Implications for the Study of the Medical Profession,"This study compares members of the American Holistic Medical Association (N = 340) and a group of California family practice physicians (N = 142). The groups are similar in demographic characteristics. The holistic doctors are distinct in their training, practice characteristics, attitudes, clinical behaviors, motivations, and feelings of marginality. Personal experiences with religion/spirituality, psychotherapy, and maintaining a personal health regimen appear to be important distinguishing factors. These experiences are related to each other and to a holistic practice style among both types of physicians. The overall findings indicate a dimension of diversity among physicians which has been neglected until now.",https://www.jstor.org/stable/2137125,Journal of Health and Social Behavior,10.2307_2137125,Sociology,1987.0,0,0.2640744745731354,0,0.003629871876910329,1,0.9789922833442688
,,,Indicators of Climate Change in Idaho:,"Climate change is well documented at the global scale, but local and regional changes are not as well understood. Finer, local- to regional-scale information is needed for creating specific, place-based planning and adaption efforts. Here the development of an indicator-focused climate change assessment in Idaho is described. This interdisciplinary framework couples end users’ data needs with observed, biophysical changes at local to regional scales. An online statewide survey of natural resource professionals was conducted to assess the perceived impacts from climate change and determine the biophysical data needed to measure those impacts. Changes to water resources and wildfire risk were the highest areas of concern among resource professionals. Guided by the survey results, 15 biophysical indicator datasets were summarized that included direct climate metrics (e.g., air temperature) and indicators only partially influenced by climate (e.g.,wildfire).Quantitative changes in indicators were determined using time series analysis from 1975 to 2010. Indicators displayed trends of varying likelihood over the analysis period, including increasing growing-season length, increasing annual temperature, increasing forest area burned, changing mountain bluebird and lilac phenology, increasing precipitation intensity, earlier center of timing of streamflow, and decreased 1 April snowpack; changes in volumetric streamflow, salmon migration dates, and stream temperature displayed the least likelihood. A final conceptual framework derived from the social and biophysical data provides an interdisciplinary case example useful for consideration by others when choosing indicators at local to regional scales for climate change assessments.",https://www.jstor.org/stable/24907455,"Weather, Climate, and Society",10.2307_24907455,Sociology,2015.0,0,4.592685218085535e-05,0,0.0001560403616167605,0,0.14459502696990967
,,,The Limits of Logic in Sociology,None,https://www.jstor.org/stable/20006971,"International Journal of Politics, Culture, and Society",10.2307_20006971,Sociology,1990.0,0,0.35647886991500854,0,0.0005131484940648079,0,0.00034506991505622864
,,,Soviet Emigré Artists Life and Work in the USSR and the United States,None,https://www.jstor.org/stable/40784040,International Journal of Sociology,10.2307_40784040,Sociology,1985.0,0,0.006446800660341978,0,0.48780980706214905,0,0.005835230927914381
,,,"Civil Society and State Structures in Creative Tension: Ferguson, Hegel, Gramsci",None,https://www.jstor.org/stable/20006791,"State, Culture, and Society",10.2307_20006791,Sociology,1984.0,0,0.3200739324092865,0,0.0001535720657557249,0,0.0001261917204828933
