126,journal-article-10.2307_3094349
127,journal-article-10.2307_23252928
129,journal-article-10.2307_353893
130,journal-article-10.2307_20628459
131,journal-article-10.2307_583676
132,journal-article-10.2307_522826
133,journal-article-10.2307_351786
134,journal-article-10.2307_27734752
135,journal-article-10.2307_24579989
136,journal-article-10.2307_40971061
137,journal-article-10.2307_3711275
138,journal-article-10.2307_2083429
139,journal-article-10.2307_29768937
140,journal-article-10.2307_42955728
141,journal-article-10.2307_26162775
142,journal-article-10.2307_1386278
143,journal-article-10.2307_42860679
144,journal-article-10.2307_2096358
145,journal-article-10.2307_43581889
146,journal-article-10.2307_43735832
147,journal-article-10.2307_3090152
148,journal-article-10.2307_20447662
149,journal-article-10.2307_1389169
150,journal-article-10.2307_1388959
151,journal-article-10.2307_42859323
153,journal-article-10.2307_24720980
154,journal-article-10.2307_585082
155,journal-article-10.2307_20453089
156,journal-article-10.2307_41403645
157,journal-article-10.2307_40785210
158,journal-article-10.2307_4494944
159,journal-article-10.2307_41343470
160,journal-article-10.2307_90017039
161,journal-article-10.2307_1512192
162,journal-article-10.2307_23889998
163,journal-article-10.2307_20831722
164,journal-article-10.2307_3516306
165,journal-article-10.2307_202005
166,journal-article-10.2307_3844480
167,journal-article-10.2307_27759150
168,journal-article-10.2307_3094138
169,journal-article-10.2307_2776756
170,journal-article-10.2307_2631263
171,journal-article-10.2307_2635180
172,journal-article-10.2307_41675272
173,journal-article-10.2307_40396876
174,journal-article-10.2307_44076821
175,journal-article-10.2307_658075
176,journal-article-10.2307_24907409
177,journal-article-10.2307_20628355
179,journal-article-10.2307_41421359
180,journal-article-10.2307_41725498
181,journal-article-10.2307_2634922
182,journal-article-10.2307_2095764
183,journal-article-10.2307_40970373
184,journal-article-10.2307_27522652
185,journal-article-10.2307_20006836
186,journal-article-10.2307_1386133
187,journal-article-10.2307_684608
188,journal-article-10.2307_23361103
189,journal-article-10.2307_27520855
190,journal-article-10.2307_352065
191,journal-article-10.2307_352432
192,journal-article-10.2307_352939
193,journal-article-10.2307_41290134
194,journal-article-10.2307_27507534
195,journal-article-10.2307_40603933
196,journal-article-10.2307_351592
197,journal-article-10.2307_351768
198,journal-article-10.2307_43488159
199,journal-article-10.2307_40972036
200,journal-article-10.2307_585167
201,journal-article-10.2307_2946024
202,journal-article-10.2307_2579573
203,journal-article-10.2307_2065557
204,journal-article-10.2307_23280237
206,journal-article-10.2307_20628687
207,journal-article-10.2307_42956475
208,journal-article-10.2307_40970535
209,journal-article-10.2307_2486853
210,journal-article-10.2307_1566788
211,journal-article-10.2307_25151523
212,journal-article-10.2307_2580552
213,journal-article-10.2307_41349952
214,journal-article-10.2307_27734822
215,journal-article-10.2307_4166289
216,journal-article-10.1525_sp.2001.48.4.545
217,journal-article-10.2307_23262618
218,journal-article-10.2307_2579826
219,journal-article-10.1525_sp.2008.55.1.95
220,journal-article-10.2307_23654781
221,journal-article-10.2307_40397524
222,journal-article-10.2307_4201134
223,journal-article-10.2307_20831194
224,journal-article-10.2307_822646
225,journal-article-10.1525_sp.2014.12303
227,journal-article-10.2307_23262631
228,journal-article-10.2307_jcorpciti.32.63
229,journal-article-10.2307_greemanainte.38.59
230,journal-article-10.2307_522317
231,journal-article-10.2307_2112490
232,journal-article-10.2307_42857390
233,journal-article-10.2307_42860281
234,journal-article-10.2307_25046741
235,journal-article-10.2307_40971288
236,journal-article-10.2307_3053773
237,journal-article-10.2307_3053378
238,journal-article-10.2307_42956599
239,journal-article-10.2307_351479
240,journal-article-10.2307_2945932
241,journal-article-10.2307_800581
242,journal-article-10.2307_2661680
243,journal-article-10.2307_658117
244,journal-article-10.2307_41275137
245,journal-article-10.2307_23028655
246,journal-article-10.1086_375199
247,journal-article-10.2307_40664677
248,journal-article-10.2307_23898420
249,journal-article-10.2307_41499558
250,journal-article-10.2307_20831538
251,journal-article-10.2307_2112858
252,journal-article-10.2307_25677394
253,journal-article-10.2307_2787084
254,journal-article-10.2307_44815665
255,journal-article-10.2307_3381291
256,journal-article-10.2307_3518091
257,journal-article-10.2307_2657292
258,journal-article-10.2307_1387080
259,journal-article-10.2307_42864172
260,journal-article-10.2307_1386973
261,journal-article-10.2307_42852824
263,journal-article-10.2307_583631
264,journal-article-10.2307_20430786
265,journal-article-10.2307_2112888
267,journal-article-10.2307_684870
268,journal-article-10.1525_si.2002.25.3.323
269,journal-article-10.1525_si.1977.1.1.132
270,journal-article-10.2307_2631353
271,journal-article-10.1525_sp.2002.49.2.258
272,journal-article-10.2307_23892128
273,journal-article-10.2307_23464462
274,journal-article-10.2307_40376057
275,journal-article-10.2307_41679847
276,journal-article-10.2307_40227354
277,journal-article-10.2307_40970189
278,journal-article-10.2307_41289406
279,journal-article-10.2307_3712541
280,journal-article-10.2307_20019912
281,journal-article-10.2307_26162604
282,journal-article-10.2307_4200884
283,journal-article-10.2307_3005881
284,journal-article-10.2307_2778501
285,journal-article-10.2307_1566689
286,journal-article-10.2307_30034771
287,journal-article-10.2307_24491673
288,journal-article-10.2307_42874030
289,journal-article-10.2307_40245519
290,journal-article-10.2307_40005321
291,journal-article-10.2307_3090228
292,journal-article-10.2307_43294331
293,journal-article-10.2307_41554404
294,journal-article-10.1086_670719
295,journal-article-10.2307_20141827
296,journal-article-10.2307_jcorpciti.58.48
298,journal-article-10.2307_40971814
299,journal-article-10.2307_2776626
300,journal-article-10.1525_sop.2012.55.4.583
301,journal-article-10.2307_2781549
302,journal-article-10.2307_3033797
303,journal-article-10.2307_42863124
304,journal-article-10.2307_43294355
306,journal-article-10.2307_20832227
307,journal-article-10.1525_irqr.2013.6.2.226
308,journal-article-10.2307_40971599
309,journal-article-10.2307_40972259
310,journal-article-10.2307_29769750
311,journal-article-10.2307_41960088
312,journal-article-10.2307_3648958
313,journal-article-10.2307_29769956
314,journal-article-10.2307_23027888
315,journal-article-10.2307_1171324
316,journal-article-10.2307_3517339
317,journal-article-10.2307_27765962
318,journal-article-10.2307_2786784
319,journal-article-10.2307_2786363
320,journal-article-10.2307_40970103
321,journal-article-10.2307_3710871
322,journal-article-10.2307_42863896
323,journal-article-10.2307_800171
324,journal-article-10.2307_41274933
325,journal-article-10.2307_24492955
326,journal-article-10.1525_sop.2008.51.3.541
327,journal-article-10.2307_3185409
328,journal-article-10.2307_43294963
329,journal-article-10.1525_sp.2001.48.1.93
330,journal-article-10.2307_2392765
332,journal-article-10.2307_3700221
333,journal-article-10.2307_42862245
334,journal-article-10.2307_20830877
335,journal-article-10.2307_20629620
336,journal-article-10.2307_23302390
337,journal-article-10.2307_822714
338,journal-article-10.2307_41275031
339,journal-article-10.2307_41261973
340,journal-article-10.2307_23263039
341,journal-article-10.2307_20832272
342,journal-article-10.2307_29769994
343,journal-article-10.1525_irqr.2011.4.3.175
344,journal-article-10.2307_3085997
345,journal-article-10.2307_2486153
347,journal-article-10.1525_si.1999.22.1.79
348,journal-article-10.2307_40802595
350,journal-article-10.1525_irqr.2014.7.1.58
351,journal-article-10.2307_3000337
352,journal-article-10.2307_3094825
354,journal-article-10.2307_352276
355,journal-article-10.2307_24907505
356,journal-article-10.2307_29769243
357,journal-article-10.2307_23412334
358,journal-article-10.2307_2094343
359,journal-article-10.2307_1389578
360,journal-article-10.2307_3096908
361,journal-article-10.2307_jcorpciti.12.6
362,journal-article-10.2307_3053194
363,journal-article-10.2307_42956129
364,journal-article-10.2307_2393856
365,journal-article-10.2307_2136393
366,journal-article-10.2307_3053504
367,journal-article-10.2307_26161496
368,journal-article-10.2307_40539209
369,journal-article-10.2307_41307050
370,journal-article-10.2307_41575578
371,journal-article-10.2307_3712523
372,journal-article-10.2307_3090149
373,journal-article-10.2307_2136637
374,journal-article-10.2307_2782628
375,journal-article-10.2307_1389450
376,journal-article-10.2307_jcorpciti.53.61
377,journal-article-10.2307_1387858
378,journal-article-10.2307_43615074
379,journal-article-10.2307_40865594
380,journal-article-10.2307_2487487
381,journal-article-10.2307_20868881
382,journal-article-10.2307_3033767
383,journal-article-10.2307_41261980
384,journal-article-10.2307_41818929
385,journal-article-10.2307_2946008
386,journal-article-10.2307_2083302
387,journal-article-10.2307_23745490
388,journal-article-10.2307_42862622
389,journal-article-10.2307_20831720
390,journal-article-10.2307_41409408
392,journal-article-10.2307_40926722
394,journal-article-10.2307_41678754
395,journal-article-10.2307_41682676
396,journal-article-10.2307_2095384
397,journal-article-10.1086_655751
399,journal-article-10.2307_40970235
400,journal-article-10.2307_43496976
401,journal-article-10.2307_42859374
403,journal-article-10.2307_23745415
404,journal-article-10.2307_40604013
405,journal-article-10.2307_42860771
406,journal-article-10.2307_23892039
407,journal-article-10.2307_42853272
408,journal-article-10.2307_23362153
409,journal-article-10.2307_42956447
410,journal-article-10.2307_41064688
411,journal-article-10.2307_24490909
412,journal-article-10.2307_23280517
413,journal-article-10.2307_4150421
414,journal-article-10.2307_2486279
415,journal-article-10.2307_3033848
416,journal-article-10.2307_41318034
417,journal-article-10.2307_2487669
418,journal-article-10.2307_1555134
419,journal-article-10.2307_2577733
420,journal-article-10.2307_522756
421,journal-article-10.2307_40970481
423,journal-article-10.2307_2776929
424,journal-article-10.2307_1385843
425,journal-article-10.2307_20628684
426,journal-article-10.2307_20430781
427,journal-article-10.2307_2136551
428,journal-article-10.2307_41133096
429,journal-article-10.2307_43295008
430,journal-article-10.2307_23620636
431,journal-article-10.2307_42956303
432,journal-article-10.2307_27759197
433,journal-article-10.2307_24579986
434,journal-article-10.2307_greemanainte.28.42
435,journal-article-10.2307_2576937
436,journal-article-10.2307_27734527
437,journal-article-10.2307_2095436
438,journal-article-10.2307_3033520
439,journal-article-10.2307_23253555
440,journal-article-10.2307_2579142
441,journal-article-10.2307_4093701
442,journal-article-10.2307_40397213
443,journal-article-10.2307_657956
444,journal-article-10.1525_si.1983.6.2.207
445,journal-article-10.2307_522490
446,journal-article-10.2307_40227849
447,journal-article-10.2307_27522601
448,journal-article-10.2307_41678761
449,journal-article-10.2307_3088905
450,journal-article-10.2307_3005697
451,journal-article-10.2307_1171253
452,journal-article-10.2307_23261748
453,journal-article-10.2307_2096099
454,journal-article-10.2307_41336884
455,journal-article-10.2307_20451139
456,journal-article-10.1086_316966
457,journal-article-10.2307_23619362
459,journal-article-10.2307_20459942
460,journal-article-10.2307_41476396
461,journal-article-10.2307_43581882
462,journal-article-10.2307_40971827
463,journal-article-10.2307_42856299
464,journal-article-10.2307_23350044
465,journal-article-10.2307_40971889
466,journal-article-10.2307_2782429
467,journal-article-10.1525_si.1991.14.1.23
468,journal-article-10.2307_353951
469,journal-article-10.2307_2393717
470,journal-article-10.2307_2782273
471,journal-article-10.2307_42955874
472,journal-article-10.2307_23028479
473,journal-article-10.2307_40658180
474,journal-article-10.2307_23728588
475,journal-article-10.2307_3069247
476,journal-article-10.2307_2095820
477,journal-article-10.2307_23524157
478,journal-article-10.2307_40397715
479,journal-article-10.2307_24047885
480,journal-article-10.1086_676041
481,journal-article-10.2307_3381127
482,journal-article-10.2307_jcorpciti.61.107
483,journal-article-10.2307_44072659
484,journal-article-10.2307_43186081
485,journal-article-10.2307_25209156
486,journal-article-10.2307_3712215
487,journal-article-10.2307_40227436
488,journal-article-10.2307_657965
489,journal-article-10.2307_41275157
490,journal-article-10.2307_3520249
491,journal-article-10.2307_20430796
492,journal-article-10.2307_3088192
493,journal-article-10.2307_40397542
494,journal-article-10.2307_20453181
497,journal-article-10.2307_3598319
498,journal-article-10.2307_27520968
500,journal-article-10.2307_1385911
501,journal-article-10.2307_40972074
502,journal-article-10.2307_23889433
503,journal-article-10.2307_1385793
504,journal-article-10.2307_20141776
505,journal-article-10.2307_27734591
506,journal-article-10.2307_25822525
507,journal-article-10.2307_353888
508,journal-article-10.2307_42851429
509,journal-article-10.2307_2112273
510,journal-article-10.2307_3710607
511,journal-article-10.2307_20110391
512,journal-article-10.2307_29768844
513,journal-article-10.2307_4148902
514,journal-article-10.2307_684424
515,journal-article-10.2307_29770169
516,journal-article-10.2307_27856107
517,journal-article-10.2307_799987
518,journal-article-10.2307_40227175
519,journal-article-10.2307_2083406
521,journal-article-10.2307_27734803
522,journal-article-10.2307_40972242
523,journal-article-10.2307_40970738
524,journal-article-10.2307_40397136
525,journal-article-10.2307_41307101
526,journal-article-10.2307_2112707
527,journal-article-10.2307_42855773
528,journal-article-10.2307_822584
529,journal-article-10.2307_40604573
530,journal-article-10.2307_42858095
531,journal-article-10.2307_23655204
533,journal-article-10.2307_2095736
534,journal-article-10.2307_40397519
535,journal-article-10.2307_353610
536,journal-article-10.2307_20460016
537,journal-article-10.2307_symbinte.37.1.87
538,journal-article-10.2307_41802542
540,journal-article-10.2307_3100247
541,journal-article-10.2307_40981291
542,journal-article-10.2307_41478916
543,journal-article-10.2307_2096346
544,journal-article-10.2307_2778668
545,journal-article-10.2307_40835972
546,journal-article-10.2307_1385815
547,journal-article-10.2307_20019966
548,journal-article-10.2307_584197
549,journal-article-10.2307_657619
550,journal-article-10.2307_jcorpciti.31.26
551,journal-article-10.2307_2096420
552,journal-article-10.2307_greemanainte.32.103
553,journal-article-10.2307_1512182
554,journal-article-10.2307_41064960
555,journal-article-10.1525_irqr.2010.2.4.513
556,journal-article-10.2307_43735968
557,journal-article-10.2307_20006916
558,journal-article-10.2307_2580448
559,journal-article-10.2307_223519
560,journal-article-10.2307_4134027
561,journal-article-10.2307_41035561
562,journal-article-10.2307_585680
564,journal-article-10.2307_3052921
566,journal-article-10.2307_202076
567,journal-article-10.2307_2095161
568,journal-article-10.2307_40227364
569,journal-article-10.2307_23261317
570,journal-article-10.2307_41133164
571,journal-article-10.2307_2487921
572,journal-article-10.2307_26161819
573,journal-article-10.2307_41783449
574,journal-article-10.2307_3090237
575,journal-article-10.1086_231348
577,journal-article-10.2307_2631188
578,journal-article-10.2307_2392599
579,journal-article-10.2307_23727586
580,journal-article-10.2307_23890262
581,journal-article-10.2307_2632483
583,journal-article-10.2307_43186851
584,journal-article-10.1086_231105
585,journal-article-10.2307_44242616
586,journal-article-10.2307_20831724
587,journal-article-10.2307_27644171
588,journal-article-10.2307_3000249
589,journal-article-10.1525_sp.2006.53.2.274
590,journal-article-10.2307_43187569
591,journal-article-10.2307_42956306
592,journal-article-10.2307_44461182
593,journal-article-10.2307_3599837
594,journal-article-10.2307_3381063
595,journal-article-10.2307_20020041
596,journal-article-10.2307_42862445
597,journal-article-10.2307_42862800
598,journal-article-10.2307_40608226
599,journal-article-10.2307_23619888
600,journal-article-10.2307_humjsocrel.36.59
601,journal-article-10.2307_2673233
602,journal-article-10.2307_42859657
603,journal-article-10.2307_2112560
604,journal-article-10.2307_3517624
605,journal-article-10.2307_41683894
606,journal-article-10.2307_24490882
607,journal-article-10.2307_23892113
608,journal-article-10.2307_2579302
609,journal-article-10.2307_1388979
610,journal-article-10.2307_greemanainte.33.25
611,journal-article-10.2307_4194675
612,journal-article-10.2307_2560546
613,journal-article-10.2307_40959568
614,journal-article-10.2307_3711321
615,journal-article-10.2307_23280532
616,journal-article-10.2307_24721087
617,journal-article-10.2307_43187089
618,journal-article-10.2307_20628418
619,journal-article-10.2307_43496993
620,journal-article-10.2307_40969022
621,journal-article-10.2307_23745424
622,journal-article-10.2307_44815942
623,journal-article-10.2307_2631643
624,journal-article-10.2307_585706
625,journal-article-10.2307_1171454
626,journal-article-10.2307_2787058
627,journal-article-10.2307_3086482
628,journal-article-10.2307_3657257
629,journal-article-10.2307_2635073
630,journal-article-10.2307_3381015
631,journal-article-10.2307_40396870
632,journal-article-10.2307_202079
633,journal-article-10.2307_41494969
634,journal-article-10.2307_27784140
635,journal-article-10.2307_40227741
636,journal-article-10.2307_522466
637,journal-article-10.2307_3096874
638,journal-article-10.2307_24490892
639,journal-article-10.2307_583568
640,journal-article-10.2307_42956075
641,journal-article-10.2307_2946067
642,journal-article-10.2307_20141984
643,journal-article-10.2307_41300821
644,journal-article-10.2307_43596701
647,journal-article-10.2307_42853096
649,journal-article-10.2307_20460029
650,journal-article-10.2307_2634417
651,journal-article-10.2307_20142219
652,journal-article-10.2307_2787021
653,journal-article-10.2307_41800720
654,journal-article-10.2307_2488583
655,journal-article-10.2307_41960157
656,journal-article-10.2307_40835923
657,journal-article-10.2307_2487736
658,journal-article-10.2307_657710
659,journal-article-10.2307_26161633
660,journal-article-10.2307_40971169
661,journal-article-10.2307_29770447
662,journal-article-10.2307_2095432
663,journal-article-10.2307_27765971
666,journal-article-10.2307_41349945
667,journal-article-10.2307_2095808
668,journal-article-10.2307_42851575
669,journal-article-10.2307_351674
670,journal-article-10.2307_42862586
671,journal-article-10.2307_43186817
672,journal-article-10.2307_2786474
673,journal-article-10.2307_3033791
674,journal-article-10.2307_40056366
675,journal-article-10.2307_41274615
676,journal-article-10.2307_40971468
677,journal-article-10.2307_20779221
678,journal-article-10.2307_271050
679,journal-article-10.2307_23262736
680,journal-article-10.2307_1519868
681,journal-article-10.1086_231165
682,journal-article-10.2307_2635062
683,journal-article-10.2307_4621929
684,journal-article-10.2307_4093938
685,journal-article-10.2307_20020070
686,journal-article-10.2307_23333090
687,journal-article-10.2307_3600192
688,journal-article-10.2307_20059946
689,journal-article-10.2307_41407088
690,journal-article-10.2307_24718703
691,journal-article-10.2307_29769710
692,journal-article-10.2307_2629958
694,journal-article-10.2307_42852678
695,journal-article-10.1525_sp.2009.56.3.bm
696,journal-article-10.2307_1171466
697,journal-article-10.2307_41103786
698,journal-article-10.2307_29769208
699,journal-article-10.2307_2640404
700,journal-article-10.2307_1171145
701,journal-article-10.2307_30039002
702,journal-article-10.2307_40971337
703,journal-article-10.2307_2487369
704,journal-article-10.2307_3108249
705,journal-article-10.2307_42858283
706,journal-article-10.1525_irqr.2011.4.2.171
707,journal-article-10.2307_23252765
708,journal-article-10.2307_2781956
709,journal-article-10.2307_20628475
710,journal-article-10.1525_si.1992.15.4.455
711,journal-article-10.2307_43481264
712,journal-article-10.2307_40970270
713,journal-article-10.2307_44816943
714,journal-article-10.2307_41960011
715,journal-article-10.2307_3600173
716,journal-article-10.2307_40658167
717,journal-article-10.2307_23610636
718,journal-article-10.2307_41554394
719,journal-article-10.2307_41428354
720,journal-article-10.2307_23280606
721,journal-article-10.2307_42858286
722,journal-article-10.2307_4621949
723,journal-article-10.2307_40602480
724,journal-article-10.2307_2631572
725,journal-article-10.2307_3090100
726,journal-article-10.2307_3108590
727,journal-article-10.1525_irqr.2012.5.2.153
728,journal-article-10.2307_24047904
729,journal-article-10.2307_23252975
730,journal-article-10.2307_3517959
731,journal-article-10.2307_41800728
732,journal-article-10.2307_40927590
733,journal-article-10.2307_42858192
734,journal-article-10.2307_25621933
735,journal-article-10.2307_42956142
736,journal-article-10.2307_23655090
737,journal-article-10.2307_2779802
738,journal-article-10.2307_20452746
739,journal-article-10.2307_24433705
740,journal-article-10.2307_3381002
741,journal-article-10.2307_42855315
742,journal-article-10.2307_27522005
743,journal-article-10.2307_42857201
744,journal-article-10.2307_27527123
745,journal-article-10.2307_20142158
746,journal-article-10.2307_40971128
747,journal-article-10.2307_657398
748,journal-article-10.2307_20447584
750,journal-article-10.2307_41329208
751,journal-article-10.2307_42858129
752,journal-article-10.2307_43482515
753,journal-article-10.2307_42956483
754,journal-article-10.2307_20109918
755,journal-article-10.2307_1389012
756,journal-article-10.2307_3094083
757,journal-article-10.2307_2112467
758,journal-article-10.2307_40397540
759,journal-article-10.2307_30219169
760,journal-article-10.2307_41403632
761,journal-article-10.2307_40969106
762,journal-article-10.2307_2094988
763,journal-article-10.2307_1171618
764,journal-article-10.2307_3598338
765,journal-article-10.1525_si.1993.16.2.117
766,journal-article-10.2307_40970362
768,journal-article-10.2307_41275220
769,journal-article-10.2307_2778419
770,journal-article-10.2307_41683849
771,journal-article-10.2307_29769420
772,journal-article-10.2307_42854787
773,journal-article-10.2307_1566751
774,journal-article-10.2307_20141757
775,journal-article-10.2307_42857700
776,journal-article-10.2307_3380846
777,journal-article-10.2307_40227533
778,journal-article-10.2307_3712402
779,journal-article-10.2307_41575583
780,journal-article-10.2307_27644297
781,journal-article-10.1525_irqr.2010.3.2.225
782,journal-article-10.2307_20007187
783,journal-article-10.2307_800821
784,journal-article-10.2307_1385633
785,journal-article-10.2307_3097219
786,journal-article-10.2307_27800085
787,journal-article-10.2307_40836023
788,journal-article-10.2307_2095518
789,journal-article-10.2307_40835729
790,journal-article-10.2307_24717185
791,journal-article-10.2307_2486359
792,journal-article-10.2307_26161593
793,journal-article-10.2307_2486958
794,journal-article-10.2307_2095601
795,journal-article-10.2307_2095447
796,journal-article-10.2307_29789624
797,journal-article-10.2307_656759
798,journal-article-10.2307_353496
799,journal-article-10.2307_2579019
800,journal-article-10.2307_greemanainte.57.77
801,journal-article-10.2307_3518189
802,journal-article-10.2307_41064842
803,journal-article-10.2307_4623415
804,journal-article-10.2307_42862668
805,journal-article-10.2307_40971097
806,journal-article-10.2307_3033481
807,journal-article-10.2307_2632033
808,journal-article-10.2307_3094165
809,journal-article-10.2307_2083299
810,journal-article-10.2307_1171261
811,journal-article-10.2307_24491924
812,journal-article-10.2307_3097133
813,journal-article-10.2307_3380493
814,journal-article-10.2307_40604251
815,journal-article-10.2307_3700263
816,journal-article-10.2307_40262894
817,journal-article-10.2307_25704031
819,journal-article-10.2307_1171200
820,journal-article-10.2307_2136820
821,journal-article-10.2307_42864061
822,journal-article-10.2307_40397100
824,journal-article-10.2307_3108228
825,journal-article-10.2307_40060272
827,journal-article-10.2307_1566755
828,journal-article-10.2307_23254543
829,journal-article-10.2307_2780043
830,journal-article-10.2307_1384783
831,journal-article-10.2307_4133989
832,journal-article-10.2307_42956539
833,journal-article-10.2307_4194242
834,journal-article-10.2307_43496970
835,journal-article-10.2307_585853
836,journal-article-10.2307_350758
837,journal-article-10.2307_42863563
840,journal-article-10.2307_2634560
841,journal-article-10.2307_584361
842,journal-article-10.2307_42940596
843,journal-article-10.2307_684710
844,journal-article-10.2307_4200918
845,journal-article-10.2307_41955723
846,journal-article-10.2307_41406343
847,journal-article-10.2307_1387003
848,journal-article-10.2307_2630829
849,journal-article-10.2307_23889219
850,journal-article-10.1086_231351
851,journal-article-10.2307_20006889
853,journal-article-10.2307_2096251
854,journal-article-10.2307_20059919
855,journal-article-10.1525_si.1989.12.1.121
856,journal-article-10.2307_3053984
858,journal-article-10.2307_24710587
859,journal-article-10.2307_585314
860,journal-article-10.2307_23261600
861,journal-article-10.2307_40958874
862,journal-article-10.2307_3598490
863,journal-article-10.2307_585577
864,journal-article-10.2307_23525658
865,journal-article-10.2307_41420453
866,journal-article-10.2307_2137137
867,journal-article-10.2307_40970097
868,journal-article-10.2307_2486815
869,journal-article-10.2307_23250407
870,journal-article-10.2307_41288535
871,journal-article-10.2307_42852489
872,journal-article-10.2307_3598206
873,journal-article-10.2307_2392001
874,journal-article-10.2307_3054052
875,journal-article-10.2307_42860517
876,journal-article-10.2307_25209163
877,journal-article-10.2307_40604012
878,journal-article-10.2307_27521727
879,journal-article-10.2307_42956253
880,journal-article-10.2307_3517318
881,journal-article-10.2307_2137012
882,journal-article-10.2307_41499555
883,journal-article-10.2307_2095355
884,journal-article-10.2307_3085983
885,journal-article-10.2307_2634749
887,journal-article-10.2307_23620621
888,journal-article-10.2307_40214162
889,journal-article-10.2307_27975932
890,journal-article-10.2307_3100420
891,journal-article-10.2307_26161977
892,journal-article-10.2307_23027159
893,journal-article-10.2307_jcorpciti.46.31
894,journal-article-10.2307_41555320
895,journal-article-10.2307_20798289
896,journal-article-10.2307_43287823
897,journal-article-10.2307_30164474
898,journal-article-10.2307_44816076
899,journal-article-10.2307_585530
900,journal-article-10.2307_201957
901,journal-article-10.2307_3654657
902,journal-article-10.2307_42863537
903,journal-article-10.2307_greemanainte.55.5
904,journal-article-10.2307_43187565
905,journal-article-10.2307_29770104
906,journal-article-10.2307_822689
907,journal-article-10.2307_24372934
908,journal-article-10.1525_irqr.2011.4.3.199
909,journal-article-10.2307_2632890
910,journal-article-10.2307_1170956
911,journal-article-10.2307_3033634
912,journal-article-10.2307_40970072
913,journal-article-10.2307_1171422
914,journal-article-10.2307_43287817
915,journal-article-10.2307_800748
916,journal-article-10.2307_40927701
